width,height,megapixels,original_kb,brightness,contrast,complexity,sharpness,minimum_similarity,network_mbps,max_attachment_kb,intended_use,target_quality
4083,810,3.30723,1899.123252119917,90.59297207133348,79.31061922470988,29.901833689997176,5651.63454757949,0.8338880709361157,1.0,250.0,Email,45.40780862725323
3009,3530,10.62177,6725.949882328565,215.74319004525734,50.065304753159026,26.52051548377248,953.6737153744258,0.8552077312762572,5.0,1024.0,Mobile sharing,37.084695297914344
4703,2202,10.356006,2801.2088656306396,72.80177520270706,33.06227492637682,56.795903615016634,2326.2089442763872,0.9184039011045397,0.256,5120.0,Mobile sharing,58.46576912865634
3043,2900,8.8247,2985.721464813987,65.35030884831474,40.646724995992486,82.07117719373686,4371.589121949303,0.8921464427459366,1.0,250.0,Website,54.754121886663945
4243,1628,6.907604,4383.170657553834,162.76351872119017,66.41837846328764,18.560987251282988,789.4013469362341,0.9744227387291838,5.0,1024.0,Email,67.04645724488931
2573,2520,6.48396,1071.362981373019,191.20418204178029,32.331642845146874,68.97277251807165,3763.9301806820936,0.8248335917187313,1.0,250.0,Cloud storage,47.71453120031405
4152,1979,8.216808,4608.399285833008,101.50821225086597,46.146720447332,23.259542157018956,6021.290426943435,0.8675727241770451,10.0,500.0,Mobile sharing,38.69213272373607
2885,1131,3.262935,1014.9799026018825,50.757882344952876,27.682402329556666,37.19833643848413,6162.294646349641,0.8540279530816048,0.256,5120.0,Email,49.03367258307915
4578,1285,5.88273,1571.100264803127,114.76400660059929,31.897679555037204,13.544257748266666,2690.988841871546,0.912131456811256,10.0,500.0,Cloud storage,61.978219854825035
3800,1466,5.5708,1822.4025484283923,185.22798241247582,85.26517847150865,29.40679468554627,4022.0348193496698,0.8285335426731884,1.0,250.0,Website,38.20494075774242
3794,3966,15.047004,6133.398547623143,70.04960099403013,22.5644280530717,31.53706720302779,6668.3870574747125,0.9184216943981474,1.0,500.0,Email,60.17965117564536
1491,2560,3.81696,696.9267233324674,138.08337349903002,75.15604066173944,37.73399856017248,2130.9098889748448,0.8239644600258554,0.256,250.0,Email,46.70433847398829
2378,715,1.70027,777.3832322449246,165.01810573915475,19.866389400108915,15.554230815876922,2352.373714265991,0.9272149078637713,10.0,1024.0,Website,55.07547693381775
3694,3523,13.013962,7317.389014018948,223.52696938951732,75.34888549853197,72.87869399061094,5834.946191331756,0.9482882906649425,5.0,5120.0,Website,73.7968940942757
4699,995,4.675505,1980.149498459901,196.69702756649386,49.50876822972059,70.2175952338681,5605.514296647115,0.9739017762189744,5.0,500.0,Cloud storage,87.0347980770119
863,3124,2.696012,1789.2858496076765,207.3114594305509,60.882068936675864,50.49056124084634,1212.6740374093943,0.8608027940325482,10.0,1024.0,Cloud storage,61.89514803336423
3733,3258,12.162114,3045.155216474168,70.90247300174047,83.51968007212734,44.88203191337821,676.4520251659536,0.9347231156420621,0.256,500.0,Email,61.54141765560488
3910,1514,5.91974,1445.3304089191595,51.12310427543753,55.9224909310118,39.96048220109956,5271.619404991843,0.8750105550278994,1.0,1024.0,Cloud storage,64.11382974001829
1603,445,0.713335,159.85466643357648,222.75352066585853,41.15355641537798,10.247999304234792,1778.3981464756616,0.8293463007287389,1.0,2048.0,High-quality archive,56.652238073955786
1423,1613,2.295299,1164.5618934128959,154.82283993056086,90.18976713820722,81.82336237336713,4780.752240874566,0.9467880160536286,10.0,500.0,Cloud storage,83.18943650855996
2659,2626,6.982534,3924.6869719138917,217.74827136654986,21.797980250059076,71.56149433653208,6534.211185212435,0.8561902223683299,1.0,1024.0,Mobile sharing,46.25434626926805
1296,3856,4.997376,1013.9324042794736,101.31080285553563,70.85157129206853,21.167796949646284,2307.1558690096417,0.8445634689489918,0.256,250.0,Mobile sharing,30.0
2986,2358,7.040988,4039.171678621551,113.90346861037038,36.87925729929244,4.277617403487049,1486.077291064089,0.8699820499523259,5.0,250.0,Cloud storage,49.38275285773019
631,966,0.609546,310.6714215329727,154.62122912979322,89.8546911518434,68.44979989457936,3995.905012046279,0.910251491028025,0.256,500.0,High-quality archive,78.60763322670532
683,1516,1.035428,387.0987662905996,88.16692449500957,69.8664358099059,71.95744631849992,5391.193098562894,0.9204403353265408,0.256,1024.0,Website,61.127824544848224
2922,3002,8.771844,3865.227757327083,86.4407996261385,41.227363108275334,79.71975649051879,4389.3176035647275,0.9193474783533452,1.0,2048.0,Cloud storage,71.33656092906101
2303,1427,3.286381,1251.1790820154515,165.26252416320298,18.195354006917537,68.19224739828469,2016.707808986124,0.9292095669492,10.0,2048.0,Website,64.22089499726188
724,2589,1.874436,1268.4084373779128,131.58539091212424,73.58552924122812,60.846845161235365,1692.059662084396,0.8878427357051148,1.0,1024.0,Mobile sharing,55.137273739890645
1677,3446,5.778942,2740.3904759053485,76.77910811966171,79.34334927013498,38.87798125526338,4958.3965761985655,0.8330307969985308,0.256,1024.0,Website,45.928307337125325
4482,2833,12.697506,4138.304416010529,215.35803468010744,40.929937168113554,49.2320836374536,1838.843651077572,0.8947267760213176,5.0,250.0,Mobile sharing,45.0635297130816
2104,988,2.078752,412.2811839983004,224.8176033260551,47.98485814857877,3.158236045613836,6672.855094850799,0.82319678787677,10.0,1024.0,Mobile sharing,36.66056953164618
2805,3692,10.35606,5554.422928131544,123.08889343100223,92.95536311872827,6.224189408728175,6908.900807639156,0.9686288027402175,10.0,1024.0,Mobile sharing,54.80605375215302
1571,3434,5.394814,2287.616279305402,134.4019125414321,88.9695342786574,53.8466343455675,2211.8936539768997,0.8840106490268601,10.0,250.0,Cloud storage,61.10263764090928
2374,916,2.174584,1287.0624739839488,168.92595891470256,57.42760140886815,33.6981623574608,4696.035317754236,0.9609973145074734,10.0,1024.0,Mobile sharing,65.03162233974327
2916,967,2.819772,1129.2683554302248,199.43205256819905,45.90991490117312,35.46483968133759,2169.133849730167,0.9029922765271386,10.0,1024.0,Email,62.07378945618116
3956,1949,7.710244,1959.6915634514094,199.69999185863642,42.68006937904115,78.68136042689433,1491.1056645338674,0.9058584149647123,5.0,2048.0,Website,64.13342327721735
4211,742,3.124562,1352.6668153240355,146.36078294372962,55.81330346382137,5.95404236057385,3504.780099555857,0.8621679460283185,1.0,500.0,High-quality archive,62.85462010076004
2260,2191,4.95166,906.8191901140656,48.87784220473419,29.852615649389627,18.652582018922338,4277.690260950986,0.9610751077239632,0.256,500.0,High-quality archive,74.32830442854217
1364,3521,4.802644,1432.8050504292953,115.83029966840981,91.72211072099539,80.43827597093745,5018.672380391179,0.8310302322772087,0.256,1024.0,High-quality archive,62.97240142561531
1010,3808,3.84608,732.3760178657282,110.23378758717004,40.242939672227145,13.637704766202255,4878.848263178888,0.8751785285000476,1.0,500.0,High-quality archive,66.63018654288639
815,1079,0.879385,186.1702599910577,216.2314790905277,26.59860265577141,45.794746615751926,1419.0097859669631,0.8322178885556174,5.0,500.0,Email,47.62755341858887
3402,901,3.065202,1260.6745775861532,158.8449490009391,21.987185205742676,39.16352716015002,4089.666808830796,0.879532545842564,0.256,500.0,Website,50.23905324942902
730,882,0.64386,447.19427775402903,224.29036195843534,93.36973448994303,37.69308367662686,610.7286299819219,0.8717717499598934,0.256,500.0,Email,53.79221243692112
3475,742,2.57845,1001.2621646085408,99.53586812281642,29.428297730758644,61.720197594017264,2531.9533914814992,0.8585563456420987,10.0,500.0,High-quality archive,65.86120768377862
2876,637,1.832012,397.37423020651147,65.69993863058917,63.97787016336125,24.63045545841287,1247.9522246215188,0.9687629200216117,5.0,250.0,Email,69.44976165952299
1564,2373,3.711372,1012.6369328642887,121.02663157143539,22.019022646610836,62.14415196575862,1590.7951812189212,0.8703805565244005,0.256,1024.0,High-quality archive,67.5757149273527
4550,1314,5.9787,2999.0267485899644,160.95508709609663,53.40247995409736,77.22527851609199,3600.596187428787,0.8768096113272039,10.0,2048.0,High-quality archive,74.84778903669955
4135,846,3.49821,1237.853803015482,94.5318281079512,82.74670200089054,34.06508967179492,5759.808866840303,0.9405600901512976,1.0,2048.0,High-quality archive,80.42537808815891
1022,3102,3.170244,881.5973027621746,80.8830252093133,36.20618308599775,33.07138217927335,5036.760752095536,0.9719364868641269,0.256,2048.0,Email,67.13820877040587
2658,2014,5.353212,3223.012878789243,196.4348684647533,38.443013954625485,81.18046038958127,2796.0517742843554,0.9746911804931573,10.0,2048.0,Email,77.75790798638847
3636,2016,7.330176,1449.197493726625,184.936987575096,37.50521390991064,60.00761549092152,6375.123235204883,0.8489615761072276,10.0,500.0,Email,56.364556797450625
3170,1910,6.0547,1390.4424601374433,40.52360669207143,47.527851496157034,56.23514017971747,4039.190246659796,0.8921109510187818,0.256,250.0,Mobile sharing,42.818955381715405
2099,1457,3.058243,937.3565473618629,137.62697094327555,88.85788282156932,47.22063054479376,4338.309225615897,0.8317193577868082,5.0,250.0,Cloud storage,59.81971147643005
3830,3153,12.07599,7323.786229946359,70.42650570696975,32.54174007384728,29.502997738408197,4157.9894378291565,0.9298806333666332,5.0,1024.0,Mobile sharing,48.9279657291289
4563,2520,11.49876,5163.426441965376,93.10907567838774,87.59321492749388,10.829639780655835,4998.407136482758,0.9364597940836163,5.0,5120.0,Cloud storage,72.6957772937284
1847,1557,2.875779,1730.6788344227466,181.4539535481546,55.02524915355763,65.9643048019725,1911.7354344369626,0.9584293527660601,5.0,5120.0,High-quality archive,85.74958879648152
1862,2925,5.44635,3186.009907347978,203.537413862805,45.819764871235705,84.71343129003382,1110.3309525525,0.9030032933146094,10.0,1024.0,High-quality archive,77.77748993431662
2775,3671,10.187025,5569.750263296692,154.09508486475752,49.1943352678803,44.8467252002102,3589.6371769125117,0.9004873287724284,0.256,250.0,Website,47.00042750071855
4337,1019,4.419403,1558.1773950856432,135.50491501346204,17.678685519768038,34.40583125788618,3347.1915120038757,0.860833423935853,0.256,250.0,Cloud storage,44.020563685942996
4015,1966,7.89349,2896.410146513209,82.49748326541669,58.02643191984137,38.91819606419998,3344.1920875521823,0.8210119435583576,5.0,1024.0,Cloud storage,56.8263463379466
4575,2845,13.015875,3230.5732208286386,134.51865018027632,37.41840870377103,73.52053284113352,2804.7008460388206,0.9222008889229499,0.256,500.0,Email,60.20846982407505
4949,1854,9.175446,3998.6345843628437,122.31395873973256,91.9611491055088,60.96081225537432,6969.905114346497,0.9462485247371435,1.0,250.0,Website,67.56630881723214
2955,2404,7.10382,3571.6067891215084,205.7752095440144,73.06001877753977,13.445661981429504,4910.994786740072,0.8974904941896771,1.0,5120.0,High-quality archive,74.08123875660033
3400,774,2.6316,542.9830724680616,48.22609034173506,54.459589979569394,9.623284255002947,5079.564439194123,0.9537416028085027,5.0,5120.0,High-quality archive,78.43030446939524
1687,3748,6.322876,4010.1431124169153,68.25094283506928,23.1889801080324,19.814149078901032,5653.308846624721,0.8369303244295492,0.256,2048.0,Mobile sharing,37.23593012282253
4612,3103,14.311036,3410.816548551303,46.70855969174628,50.90451070177741,19.60379831005278,4909.932122646869,0.8918966305653011,1.0,500.0,Website,47.96731741282257
922,709,0.653698,337.97613408420034,48.5220762840998,93.07156738250586,59.13121224403656,1313.020496292887,0.8222551432738969,5.0,500.0,Mobile sharing,42.27910735188064
4191,1186,4.970526,3118.844255111182,149.6088854096614,29.11661224231196,48.6460708563708,1827.6755413037029,0.8252411568421912,10.0,1024.0,Cloud storage,54.458513519752955
3768,2946,11.100528,2530.5378332956207,108.01826522975193,84.45238612232542,47.033994950316945,4604.382607550669,0.9452820536730948,10.0,5120.0,Mobile sharing,61.2587869211595
2521,2231,5.624351,3033.0062973809804,85.03504815976902,83.35917890924195,4.704519607019009,1410.6126353575864,0.8744413139028275,10.0,500.0,Cloud storage,50.10160615814979
1089,2048,2.230272,1365.6478939347235,48.42363599651101,17.438472729971952,41.143787138621136,6695.502534622761,0.8646415685462602,5.0,5120.0,Email,53.58273112401317
2400,1419,3.4056,2028.581046749518,165.31478748807558,55.945791112380576,37.67912372951573,5717.744153681924,0.9411098137508095,10.0,1024.0,Email,67.17273392335208
4991,858,4.282278,2661.9182577532874,75.20449047619995,18.36531536424488,36.18936897946353,6004.319956835593,0.8662565249911216,5.0,2048.0,High-quality archive,66.55551350588246
4894,1679,8.217026,3951.1118900292217,59.65386611374401,86.72855297179471,15.814466123600498,6373.065137777763,0.9790845878265345,0.256,5120.0,High-quality archive,85.56911282872275
3181,1333,4.240273,732.3179040850391,147.07962198528085,79.76633618619081,36.04294482518147,3141.6085270089397,0.9142860325863404,10.0,1024.0,Mobile sharing,54.14248672452053
4172,2098,8.752856,4699.413554843466,224.48904108386049,43.02382737990119,4.001667959058766,923.0940665840006,0.8750812459431443,5.0,2048.0,Website,50.21850093510611
4723,492,2.323716,1359.100859910552,84.13207549932807,80.57908322258878,3.2510105988556215,4356.7576668432375,0.9695611441673246,10.0,2048.0,Email,73.8230522826347
3874,1829,7.085546,4250.02527152286,139.65801635575065,64.48321892025591,7.831057825535888,1450.7842953620254,0.8294081692517595,5.0,250.0,High-quality archive,50.09193673383727
3810,1229,4.68249,880.345681682164,213.546847124332,20.4096006103436,41.87260970608086,5889.744593363292,0.8312497821703129,1.0,250.0,High-quality archive,61.98639867820843
4060,2240,9.0944,5389.433697414138,59.21106750379393,24.96882032636325,49.62084211408291,1678.3544256428697,0.9719416621082799,5.0,5120.0,Email,76.17809480029804
3923,3020,11.84746,7160.865508448683,69.75160495746965,20.46783123165019,56.788155030224246,411.06990111848876,0.9627970270623488,0.256,2048.0,Email,70.63516745538021
2774,1529,4.241446,1726.7360830800874,175.9211693585726,34.42231883686564,47.43160324915669,4633.297561288073,0.9391525270787815,10.0,1024.0,High-quality archive,83.1671454496844
943,3209,3.026087,646.2971103169475,117.0735508264049,37.72046530686584,12.743858465486129,3608.691437571009,0.8465012929619752,10.0,1024.0,Email,49.19816681250979
2358,3004,7.083432,1709.1451933711735,205.2941691474684,17.096748523904708,45.803785737750346,2274.728122911501,0.8954564446664237,0.256,250.0,Website,47.33724715888135
4273,2207,9.430511,2055.086249663025,171.82668503759837,61.55989803647906,19.483324191559912,5334.055727207684,0.9030288696387425,0.256,2048.0,Website,50.8992482207996
2916,1980,5.77368,1344.0838129308986,178.73801485261478,27.56090593214335,66.82081276958704,5596.154591447873,0.8231076460893985,5.0,1024.0,Cloud storage,58.84136487750941
1656,3658,6.057648,3961.4388697252753,106.36513470445344,85.00186550191633,16.401201627220598,2630.3993881849574,0.8283651217314116,5.0,2048.0,Email,50.124499034995644
3286,1325,4.35395,2489.949786480389,136.5961763103149,16.117817553477003,3.183286789286565,3599.0913905922844,0.8488498313592283,1.0,1024.0,Website,49.258296757643606
3222,1675,5.39685,1868.2901238902703,70.48178135726005,26.04837902949989,22.42256945643762,257.3331506902463,0.8693003139258029,10.0,5120.0,Email,54.98086069781915
860,1739,1.49554,685.2940596622836,142.7985062126711,81.29900313549699,22.37578832439118,2109.893047111436,0.8265391983634679,1.0,500.0,Website,44.28721658693865
1847,2831,5.228857,1006.5139107465038,122.03112290750197,45.50791212701113,43.12745412311781,3905.3006922078066,0.8232414016028393,0.256,5120.0,High-quality archive,52.92188659229376
3181,2752,8.754112,4433.588093860349,135.3161729878346,41.74187293715054,15.216181582720731,4109.240231737553,0.9519204108306998,0.256,2048.0,Website,59.939496250646854
2336,1689,3.945504,2692.9316178072218,68.23422102643659,27.10462571801689,16.573583126692473,4626.766005812809,0.9787032509967357,10.0,500.0,Website,60.05446929438358
4646,1403,6.518338,3254.625421643334,42.694800867339865,54.65231796609512,56.67473723487651,3777.4224516972686,0.9525595117228665,0.256,1024.0,High-quality archive,79.41025166817175
4862,3583,17.420546,10113.246479127904,80.88292151814085,84.15603055430283,25.976474235419797,5442.02408443091,0.8379358771882275,10.0,500.0,Cloud storage,51.305255636073774
4989,2289,11.419821,7020.2867128018,224.26417895133537,23.57686766881125,25.253826891653038,2535.307561050377,0.8990255589047038,1.0,500.0,High-quality archive,65.60912243121335
4338,2005,8.69769,3386.5534835798685,152.43402926637685,51.83164696744187,13.71291099410759,2812.444881650005,0.8858649112207577,10.0,250.0,Mobile sharing,39.65367164301298
970,1557,1.51029,703.3764205915389,132.98873438216583,85.1941663373111,13.005224412752732,844.127907361548,0.8889943949001335,1.0,5120.0,Website,53.36071793633078
1773,3929,6.966117,1242.2091527739258,113.62196387798804,76.87034305107872,72.74607937411278,5146.746696125288,0.909261868559959,0.256,2048.0,Website,61.13663720620516
4263,1243,5.298909,2352.358282913554,181.41577320130207,40.36965295001106,56.625798030788374,3396.2889712556494,0.8344088060451456,5.0,250.0,Email,46.279476020856606
3464,760,2.63264,415.2738163379402,40.630058335514306,94.1726797337395,43.46466368112354,2520.8571795149624,0.863980332260003,5.0,5120.0,Website,54.381687092744585
980,3012,2.95176,861.1527042193902,48.39300601781463,69.6621291614353,3.13372950564892,4746.452155345958,0.9393766771314401,1.0,5120.0,Website,57.53842896931855
3940,1828,7.20232,3825.3673083238427,223.127666670595,34.41002948204983,25.48756292247776,5704.00951958475,0.8456634888089728,5.0,2048.0,Mobile sharing,41.09889049517114
1374,533,0.732342,326.36410659387906,144.41667912181777,39.275431791343536,74.86026289059642,1181.1105491340018,0.9557869899435727,1.0,5120.0,Cloud storage,76.75938876872708
1276,3701,4.722476,1930.834221135056,49.312825864683646,69.23228680492115,67.82932210255922,5956.516910315279,0.9770019601190382,5.0,2048.0,Mobile sharing,71.17517037078966
728,2220,1.61616,1050.9242560213465,157.31409261789787,85.68411250010747,22.30706539513823,3502.327575990547,0.8524354807300293,5.0,1024.0,High-quality archive,68.77070781699852
1372,3528,4.840416,1130.8896636062987,97.97813757648615,46.79009186127405,54.09299111255813,6464.95188038188,0.9778544121475345,1.0,2048.0,Email,76.57526908260253
3830,1558,5.96714,3691.1558445102473,76.38168369185982,23.510451944877406,82.80699118800737,6055.763803902699,0.9280273146209679,1.0,2048.0,Email,71.89198182288453
2548,2386,6.079528,1261.7187573337112,139.37043563240945,50.72773520940062,44.999286464595436,1546.7323139818611,0.9701777073237197,10.0,2048.0,Website,71.06780364706542
2729,793,2.164097,1049.6412567941766,196.39774554239062,41.47366238515733,19.001739869150885,1891.8980753490566,0.8915518343877656,1.0,2048.0,Website,52.284207469427514
1899,2933,5.569767,892.4351435917841,99.66911784654869,70.18015727523799,17.419679441042486,1585.4486423797412,0.8521066600660667,0.256,250.0,Cloud storage,53.40808580372303
2396,540,1.29384,369.489254258097,224.0126506724746,88.47169691122399,20.636216268819403,2204.5169018018323,0.9551061674654789,1.0,1024.0,High-quality archive,82.20909065325003
4092,2851,11.666292,4287.798451055256,200.3181240266167,85.56679992764019,11.803999674295476,4041.3661513605834,0.844908031540018,1.0,2048.0,Mobile sharing,44.25150196888156
2275,2037,4.634175,821.9042169228665,145.05829721996366,47.68133361086838,69.49369769138474,2415.3940242883946,0.8637920652215656,10.0,2048.0,Website,54.85104853490122
1124,3973,4.465652,1296.424330244417,160.42235043758583,26.38263828452739,12.131927768500214,970.0777742177352,0.8324082678818345,10.0,5120.0,Mobile sharing,33.72056010157237
4720,567,2.67624,1507.3678676437078,175.05883187626756,94.75275396880323,31.52539426112759,2034.2874922483927,0.9570520283438705,1.0,2048.0,Website,66.61891351253638
3751,3026,11.350526,6179.214691995273,197.36010492801728,46.99609848539927,57.82400655732071,2831.473547177357,0.8965589501026375,0.256,1024.0,Website,51.59874952819545
2599,3919,10.185481,3903.9799007589363,100.03985118704513,44.887280517791304,13.978903688764895,2113.724227833173,0.8884630821086795,0.256,1024.0,High-quality archive,68.09026875068872
1169,1344,1.571136,1011.2984650781756,142.7165455356139,30.50340902179301,31.270827905208254,4153.065989929259,0.9010577823615765,1.0,250.0,Cloud storage,56.591702391153504
1257,2355,2.960235,835.9101150499179,151.36464791457186,20.612807958816788,30.601776752372377,5639.723987804143,0.9168282960004925,1.0,2048.0,Website,56.399158920278964
2286,1850,4.2291,1377.2452352022374,79.96842128253348,87.74410525122164,64.16743718673682,4788.508010202471,0.8279255907307,1.0,250.0,High-quality archive,59.84689972448748
3108,1153,3.583524,926.7482279862867,183.03631791528602,37.873995906955415,8.870158776457112,303.2020338035346,0.9187405724295433,1.0,500.0,Email,58.27950239276259
4396,3712,16.317952,7049.13249486451,104.18058882597526,53.60299609963957,78.77822121670566,3836.996994359576,0.8864192976979322,5.0,5120.0,Mobile sharing,57.258748539303426
4613,3755,17.321815,7204.961313865984,130.71370417575625,88.75714673625674,44.6005663266317,3096.929279184534,0.9254106826907873,1.0,250.0,Cloud storage,72.0783840098003
3020,2374,7.16948,3564.1600699046016,110.49343799924276,15.352073752284046,39.619654314447395,92.1039140552495,0.8319997582878463,1.0,1024.0,Cloud storage,50.27254105160182
3866,1392,5.381472,2710.271174300808,93.63691509578962,94.81188752972083,78.13676678102846,4117.903836869389,0.9588827671092035,10.0,250.0,Website,61.67027216011564
1866,892,1.664472,682.2947714481797,38.196928458036695,36.93838579122966,81.34134182714838,2245.028821364941,0.8490327128482305,10.0,250.0,Cloud storage,58.03265161188111
3524,3433,12.097892,6799.753349523777,118.00188143217711,31.698150674956842,6.777321808379671,3265.280720404981,0.9367491189750902,10.0,250.0,Email,56.20474117832657
2279,2048,4.667392,2147.1832004623047,133.32599643477434,69.47732801001271,44.63212516971616,6587.246437264532,0.8884845090530697,0.256,250.0,Email,52.7081056243683
3718,2202,8.187036,3586.952970839512,139.95310996929015,72.16416786160657,25.52114769463729,4671.080569338266,0.8858049204193321,5.0,500.0,Website,46.69600539695312
2249,3905,8.782345,5080.457361473224,207.70487105447793,62.48905530543723,27.5483681550525,4791.913544685133,0.9384233933913606,0.256,500.0,Email,56.57890008554728
4474,665,2.97521,405.01420384024,58.36444680008999,27.48066782620078,75.07218070171315,3003.622830437902,0.888652018557891,1.0,500.0,Cloud storage,64.7624430381601
2216,2529,5.604264,2823.830664032645,60.95483652813452,77.03395621381395,19.538417088997196,5133.030584576516,0.9488937769112746,1.0,250.0,Mobile sharing,50.03238326728066
996,3818,3.802728,1498.0340426887178,154.7447440448678,16.86083520974142,25.85423480561987,3562.5136991877343,0.8634303068103002,10.0,5120.0,Mobile sharing,43.837969882668745
3965,3677,14.579305,4333.317140430465,80.19416692333775,50.402207005862834,55.097407929901905,3062.2673007841213,0.8591258521202889,5.0,2048.0,Mobile sharing,49.74287208299977
3658,2269,8.300002,3701.9600075552644,77.16112279582647,69.4344848873965,34.775043914179,2576.1013471236365,0.9154939735280714,0.256,2048.0,Email,63.535599712337834
3172,2924,9.274928,5675.430488441627,55.72031823166195,70.60307102479345,35.294450007171825,6998.018214887105,0.8560037807495443,10.0,500.0,High-quality archive,62.51542772156925
2806,1367,3.835802,2011.6334971001108,126.37254131448131,32.67030678796321,44.522673697898135,6227.074976237017,0.8998126279082913,10.0,2048.0,Cloud storage,66.61111074782568
1727,3582,6.186114,3308.3038021850066,143.7110275980171,85.35477167629347,12.978603564675339,4793.3005377143745,0.8546739699861171,10.0,250.0,High-quality archive,59.06534878556869
581,1794,1.042314,694.6699247751977,96.55611388284512,80.1921807241602,64.40381403840426,4692.070896906827,0.8852679351010146,10.0,5120.0,Email,64.89777502333011
2192,3022,6.624224,4183.015819477819,125.13260525315992,42.308265775256835,20.72118851673803,3420.4737391931244,0.9346664592743246,1.0,500.0,Website,53.76723443478496
4375,2667,11.668125,6754.801952269144,82.67282948623334,65.48225157864363,15.606292918085037,2578.3890260442254,0.9210669416927897,5.0,1024.0,High-quality archive,66.80630541874889
1264,1775,2.2436,1052.8607736908943,221.9258950440052,57.52037854741989,68.6550892366725,4186.50776366426,0.9452941303876787,10.0,2048.0,Mobile sharing,66.7757745885175
3068,1220,3.74296,2069.250223800126,80.20287846622284,93.45122201140705,21.678549658818785,1694.9538250037112,0.858877737914051,10.0,250.0,Email,49.49472932406998
2060,1202,2.47612,546.4076295311806,127.4081004206576,34.49574033861815,22.323952356660755,114.21050385866313,0.8792719345916716,0.256,500.0,Mobile sharing,42.29451548114451
3241,2636,8.543276,4162.228140710386,48.45208963699519,40.363325032756244,74.57005362362261,4096.06112429982,0.8944163085542554,1.0,1024.0,Email,57.22469373156856
1358,1487,2.019346,1310.7140809050304,77.54753442153694,39.859221422116555,16.17106753438202,2185.0478787445763,0.8732488595396161,5.0,2048.0,High-quality archive,63.171206623045386
1331,3709,4.936679,931.8805936623284,36.30682209652328,83.39561029044265,60.70912423681607,2519.7510989741895,0.8557670561342773,5.0,5120.0,Cloud storage,65.99311249420106
1174,3988,4.681912,2250.5067451262203,76.44834506659598,68.0342160448495,65.88264466483068,1208.121194047897,0.8270173253468666,5.0,1024.0,Website,50.07776779350618
3561,2742,9.764262,5175.767556349127,111.53947459874,33.79564362024559,46.60586514933797,1470.3415715569183,0.8515146329535163,5.0,250.0,High-quality archive,59.8491206529628
1739,3224,5.606536,2648.9993658600297,118.11447409498422,88.55786468080731,71.87459572416944,6159.838486094637,0.92072265142455,1.0,2048.0,Email,77.44530610161014
4028,1965,7.91502,2482.153601123421,147.48054861528536,17.042546971076025,3.6114273767518488,5968.9106927624025,0.9039672240533468,0.256,500.0,Mobile sharing,37.90849121081905
3228,1722,5.558616,1324.921637072533,203.05784759966818,76.0392215466428,22.740922188983905,1097.6719556188502,0.8705972336297976,5.0,500.0,High-quality archive,65.93438594407348
1094,3996,4.371624,1140.5647089137824,192.82061712674283,27.72941976723782,83.38005927262769,1617.3880350674397,0.909370250682865,1.0,2048.0,High-quality archive,80.27053708734735
953,2374,2.262422,1002.4426363132204,139.4304240317169,63.2112521860628,7.549850894993805,1221.9003947293968,0.8457907588677382,10.0,500.0,Website,44.04713486660313
1369,3718,5.089942,2149.910248994303,153.47927806351004,43.59905403184967,25.652183564780746,3547.08133311388,0.8749833481167623,1.0,500.0,Website,43.860218324939694
2482,2551,6.331582,1629.0772692577466,127.71547132770296,26.960939159147117,31.699937082053754,5035.30949500951,0.8479139430016919,1.0,1024.0,High-quality archive,65.1607580947405
2055,585,1.202175,795.662995201879,113.58459665564841,77.7141228600933,37.137706076007625,6564.654234972552,0.8859569039500315,1.0,250.0,High-quality archive,69.02651760765131
3890,2023,7.86947,5485.407837538177,140.5667598811669,70.15043629361185,55.763903200596005,5804.072822738177,0.9578920159106789,0.256,1024.0,Website,62.11879886017137
3505,482,1.68941,811.2713279369267,191.83907832046773,51.04318444093276,16.50590352025087,2052.1704069027046,0.9538689950364266,5.0,500.0,Email,63.98177606630378
1190,3101,3.69019,2448.6148234666857,57.173701418983285,89.11133073316459,52.32033788430732,5378.576032654388,0.8286039535309688,1.0,1024.0,Cloud storage,56.053688041922705
2975,1504,4.4744,1682.5561439430996,140.31664570312364,59.20383518183839,6.432645083360722,3104.398277723302,0.966671212493656,0.256,1024.0,Mobile sharing,56.19811458397844
4892,3748,18.335216,4677.632011704651,125.7729285170612,84.96044792905427,44.00296962488645,434.97482892131865,0.826381696434103,10.0,500.0,Mobile sharing,37.86808192898988
3681,2637,9.706797,4376.658645567752,95.604222590702,89.35403240369499,30.15661608689486,5852.86366793798,0.8973336021145818,10.0,1024.0,Mobile sharing,46.18025006272249
4513,581,2.622053,472.3348881044792,125.04750067755484,32.38654417266783,8.146588790309437,75.89228113946409,0.8719603386305292,5.0,1024.0,Cloud storage,57.139030729959345
759,1486,1.127874,783.854403801688,213.5097575961388,25.05226454699975,37.03880898681657,4559.486191255595,0.8786195447855184,5.0,500.0,Website,53.91269179974268
3832,2707,10.373224,5048.0173297000565,194.06994082371443,18.748561813372405,17.30012086148998,387.0373467901669,0.8507382758798737,5.0,250.0,Cloud storage,47.05701383343389
4869,2301,11.203569,5657.783471483538,108.13336496819825,15.25661525481472,58.25907466142625,427.32305984799245,0.8236246380332699,10.0,2048.0,Mobile sharing,43.20885410151708
2840,1529,4.34236,2070.4265898078247,164.5060611841071,24.79270781843736,58.34402226646588,6168.466429989066,0.9758753332536506,5.0,1024.0,Email,79.28396271309623
